    time           T_x           T_y           T_z      
 7.2435436348  0.0081654640  0.0257859208 -0.0008336335 
 7.2676195608  0.0079323721  0.0259015855 -0.0008337243 
 7.2916952838  0.0076975324  0.0260146950 -0.0008338156 
 7.3157708468  0.0074613048  0.0261256027 -0.0008339074 
 7.3398462394  0.0072233841  0.0262339116 -0.0008339998 
 7.3639215001  0.0069841218  0.0263399825 -0.0008340927 
 7.3879966412  0.0067432227  0.0264434134 -0.0008341861 
 7.4120717152  0.0065010277  0.0265445699 -0.0008342800 
 7.4361467196  0.0062572531  0.0266430463 -0.0008343745 
 7.4602216856  0.0060122294  0.0267392124 -0.0008344695 
 7.4842966294  0.0057656853  0.0268326607 -0.0008345650 
 7.5083715993  0.0055179392  0.0269237636 -0.0008346611 
 7.5324465865  0.0052687319  0.0270121112 -0.0008347577 
 7.5565216274  0.0050183710  0.0270980791 -0.0008348549 
 7.5805967308  0.0047666100  0.0271812568 -0.0008349526 
 7.6046719520  0.0045137439  0.0272620211 -0.0008350509 
 7.6287472948  0.0042595389  0.0273399609 -0.0008351498 
 7.6528227822  0.0040042783  0.0274154540 -0.0008352492 
 7.6768984316  0.0037477419  0.0274880910 -0.0008353492 
 7.7009742905  0.0034902000  0.0275582489 -0.0008354497 
 7.7250503598  0.0032314451  0.0276255193 -0.0008355509 
 7.7491266631  0.0029717360  0.0276902792 -0.0008356526 
 7.7732032174  0.0027108784  0.0277521226 -0.0008357549 
 7.7972800720  0.0024491183  0.0278114250 -0.0008358577 
 7.8213572424  0.0021862740  0.0278677827 -0.0008359612 
 7.8454347390  0.0019225798  0.0279215690 -0.0008360653 
 7.8695125876  0.0016578674  0.0279723849 -0.0008361699 
 7.8935908267  0.0013923584  0.0280206009 -0.0008362752 
 7.9176694746  0.0011258968  0.0280658207 -0.0008363810 
 7.9417485344  0.0008586931  0.0281084126 -0.0008364875 
 7.9658280351  0.0005906040  0.0281479853 -0.0008365946 
 7.9899080153  0.0003218277  0.0281849036 -0.0008367023 
 8.0139885084  0.0000522325  0.0282187798 -0.0008368106 
 8.0380695057 -0.0002179939  0.0282499755 -0.0008369195 
 8.0621510464 -0.0004889710  0.0282781089 -0.0008370291 
 8.0862331549 -0.0007605227  0.0283035377 -0.0008371393 
 8.1103158688 -0.0010327574  0.0283258837 -0.0008372501 
 8.1343991705 -0.0013055090  0.0283455016 -0.0008373616 
 8.1584831069 -0.0015788745  0.0283620192 -0.0008374737 
 8.1825676951 -0.0018526988  0.0283757869 -0.0008375865 
 8.2066529971 -0.0021270685  0.0283864369 -0.0008377000 
 8.2307389776 -0.0024018381  0.0283943154 -0.0008378141 
 8.2548256961 -0.0026770832  0.0283990613 -0.0008379288 
 8.2789131476 -0.0029526683  0.0284010168 -0.0008380442 
 8.3030014008 -0.0032286594  0.0283998247 -0.0008381603 
 8.3270904259 -0.0035049302  0.0283958237 -0.0008382771 
 8.3511802807 -0.0037815365  0.0283886624 -0.0008383946 
 8.3752709475 -0.0040583612  0.0283786757 -0.0008385127 
 8.3993625003 -0.0043354511  0.0283655169 -0.0008386316 
 8.4234549423 -0.0046126979  0.0283495174 -0.0008387511 
 8.4475482956 -0.0048901391  0.0283303342 -0.0008388714 
 8.4716425610 -0.0051676743  0.0283082974 -0.0008389923 
 8.4957377951 -0.0054453328  0.0282830683 -0.0008391140 
 8.5198340151 -0.0057230227  0.0282549724 -0.0008392364 
 8.5439312214 -0.0060007643  0.0282236756 -0.0008393595 
 8.5680294343 -0.0062784733  0.0281895018 -0.0008394834 
 8.5921286981 -0.0065561623  0.0281521214 -0.0008396079 
 8.6162290572 -0.0068337553  0.0281118534 -0.0008397333 
 8.6403304874 -0.0071112560  0.0280683728 -0.0008398593 
 8.6644330284 -0.0073885958  0.0280219974 -0.0008399861 
 8.6885366944 -0.0076657709  0.0279724066 -0.0008401137 
 8.7126415457 -0.0079427205  0.0279199132 -0.0008402421 
 8.7367475539 -0.0082194329  0.0278642018 -0.0008403712 
 8.7608547644 -0.0084958538  0.0278055825 -0.0008405011 
 8.7849631413 -0.0087719642  0.0277437453 -0.0008406317 
 8.8090726644 -0.0090477164  0.0276789948 -0.0008407632 
 8.8331832398 -0.0093230831  0.0276110287 -0.0008408954 
 8.8572948606 -0.0095980237  0.0275401477 -0.0008410285 
 8.8814075062 -0.0098725048  0.0274660553 -0.0008411623 
 8.9055211848 -0.0101464925  0.0273890451 -0.0008412970 
 8.9296358385 -0.0104199466  0.0273088282 -0.0008414324 
 8.9537514614 -0.0106928390  0.0272256940 -0.0008415687 
 8.9778680532 -0.0109651238  0.0271393610 -0.0008417059 
 9.0019856225 -0.0112367793  0.0270501109 -0.0008418438 
